,tract,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
264,06037128704,118609.0,979.0,2594.0,453.0,2141.0,1996.0,1641.0,119.0,8.0,199.0
265,06037128801,69232.0,1931.0,3805.0,704.0,3101.0,2881.0,2067.0,364.0,8.0,404.0
266,06037128802,93526.0,2043.0,4673.0,993.0,3680.0,3415.0,2614.0,295.0,2.0,471.0
267,06037128910,99750.0,1938.0,4384.0,715.0,3669.0,3400.0,2670.0,250.0,5.0,429.0
268,06037131021,54289.0,959.0,2972.0,1736.0,1236.0,1170.0,618.0,93.0,1.0,428.0
269,06037131022,55357.0,1016.0,3491.0,2104.0,1387.0,1304.0,619.0,190.0,6.0,458.0
270,06037131023,60481.0,815.0,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
271,06037131024,93233.0,971.0,3422.0,2057.0,1365.0,1279.0,769.0,122.0,7.0,366.0
272,06037131100,91989.0,1027.0,3264.0,1374.0,1890.0,1776.0,1313.0,97.0,2.0,335.0
273,06037131200,89507.0,1211.0,3549.0,1506.0,2043.0,1919.0,1380.0,129.0,1.0,381.0
274,06037131300,66042.0,1157.0,4854.0,2918.0,1936.0,1811.0,946.0,152.0,4.0,679.0
275,06037131400,74115.0,1907.0,6149.0,2829.0,3320.0,3104.0,1559.0,337.0,6.0,1141.0
276,06037131600,74868.0,1370.0,5366.0,3022.0,2344.0,2217.0,1327.0,141.0,10.0,711.0
277,06037131701,74294.0,1933.0,4794.0,2062.0,2732.0,2554.0,1216.0,295.0,9.0,1001.0
278,06037131702,62746.0,1262.0,3602.0,1974.0,1628.0,1527.0,865.0,183.0,6.0,455.0
279,06037131801,50563.0,1013.0,3104.0,1864.0,1240.0,1159.0,625.0,102.0,5.0,408.0
280,06037131802,87050.0,762.0,2552.0,1350.0,1202.0,1152.0,723.0,80.0,6.0,326.0
281,06037131900,108424.0,1375.0,4382.0,2059.0,2323.0,2179.0,1537.0,120.0,0.0,495.0
282,06037132001,76972.0,1213.0,3335.0,1144.0,2191.0,2023.0,1575.0,146.0,1.0,279.0
283,06037132002,87432.0,1155.0,3193.0,1327.0,1866.0,1734.0,1370.0,76.0,5.0,263.0
284,06037132101,58849.0,1647.0,4330.0,2150.0,2180.0,2027.0,1295.0,229.0,2.0,452.0
285,06037132102,53190.0,2128.0,5618.0,2737.0,2881.0,2701.0,1714.0,335.0,10.0,595.0
286,06037132301,46808.0,1411.0,3577.0,1867.0,1710.0,1579.0,893.0,139.0,2.0,520.0
287,06037132302,75949.0,995.0,3005.0,1896.0,1109.0,1026.0,723.0,73.0,4.0,212.0
288,06037132501,60677.0,1209.0,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
289,06037132502,40179.0,1249.0,4252.0,1811.0,2441.0,2275.0,1527.0,143.0,8.0,553.0
290,06037132700,75234.0,1665.0,5038.0,2929.0,2109.0,1971.0,1444.0,147.0,8.0,356.0
291,06037132900,79534.0,1304.0,3538.0,857.0,2681.0,2480.0,2078.0,106.0,3.0,282.0
292,06037133000,75131.0,1451.0,4424.0,2439.0,1985.0,1856.0,1098.0,186.0,4.0,506.0
293,06037133101,65954.0,619.0,2091.0,633.0,1458.0,1347.0,1071.0,84.0,2.0,178.0
294,06037133102,41875.0,1420.0,3376.0,1197.0,2179.0,2053.0,1491.0,167.0,19.0,349.0
295,06037134001,67942.0,945.0,3708.0,2827.0,881.0,850.0,327.0,90.0,1.0,410.0
296,06037134002,56371.0,1156.0,3483.0,1996.0,1487.0,1401.0,637.0,177.0,6.0,555.0
297,06037134101,67792.0,1383.0,4991.0,2171.0,2820.0,2679.0,1159.0,201.0,8.0,1296.0
298,06037134103,72406.0,1314.0,4294.0,1965.0,2329.0,2208.0,1209.0,142.0,5.0,827.0
299,06037134104,69507.0,1325.0,4429.0,1917.0,2512.0,2374.0,820.0,247.0,8.0,1244.0
300,06037134201,83295.0,1384.0,4271.0,2296.0,1975.0,1852.0,1028.0,127.0,5.0,646.0
301,06037134302,104476.0,1403.0,3746.0,1000.0,2746.0,2540.0,1638.0,128.0,10.0,714.0
302,06037134303,90313.0,1898.0,5166.0,1895.0,3271.0,3023.0,1938.0,168.0,8.0,884.0
303,06037134304,68438.0,938.0,3001.0,973.0,2028.0,1896.0,1069.0,130.0,5.0,674.0
304,06037134305,39506.0,1227.0,3769.0,3024.0,745.0,702.0,272.0,132.0,4.0,264.0
305,06037134306,55081.0,1480.0,3553.0,1785.0,1768.0,1639.0,754.0,224.0,6.0,624.0
306,06037134421,120156.0,1537.0,3851.0,433.0,3418.0,3202.0,2604.0,82.0,2.0,491.0
307,06037134422,130352.0,1579.0,4959.0,894.0,4065.0,3832.0,2613.0,210.0,9.0,970.0
308,06037134423,101563.0,1373.0,3338.0,565.0,2773.0,2587.0,1954.0,97.0,8.0,515.0
309,06037134424,149306.0,1020.0,2862.0,243.0,2619.0,2517.0,1890.0,74.0,0.0,540.0
310,06037134520,39397.0,1936.0,5601.0,3958.0,1643.0,1504.0,750.0,189.0,4.0,497.0
311,06037134521,53169.0,763.0,2972.0,2627.0,345.0,322.0,115.0,56.0,5.0,132.0
312,06037134522,40560.0,1518.0,4015.0,2869.0,1146.0,1063.0,529.0,140.0,12.0,364.0
313,06037134710,44397.0,1629.0,5183.0,3593.0,1590.0,1487.0,668.0,190.0,13.0,559.0
314,06037134720,77926.0,1798.0,5011.0,2553.0,2458.0,2309.0,1053.0,250.0,8.0,950.0
315,06037134801,83277.0,1107.0,3177.0,1434.0,1743.0,1642.0,891.0,142.0,6.0,568.0
316,06037134802,88806.0,859.0,3196.0,1669.0,1527.0,1427.0,869.0,111.0,8.0,427.0
317,06037134901,87875.0,997.0,3266.0,912.0,2354.0,2191.0,1723.0,134.0,7.0,294.0
318,06037134904,60054.0,1403.0,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
319,06037134905,78465.0,2627.0,5219.0,757.0,4462.0,4161.0,2695.0,701.0,9.0,706.0
320,06037134906,61250.0,1135.0,3115.0,1653.0,1462.0,1349.0,653.0,207.0,5.0,441.0
321,06037134907,82146.0,1523.0,2953.0,554.0,2399.0,2204.0,1293.0,423.0,1.0,456.0
322,06037135102,150066.0,1252.0,3612.0,738.0,2874.0,2662.0,1993.0,154.0,4.0,461.0
323,06037135111,102535.0,1265.0,3118.0,800.0,2318.0,2159.0,1591.0,139.0,4.0,396.0
324,06037135113,96042.0,1306.0,3240.0,537.0,2703.0,2517.0,1535.0,319.0,8.0,608.0
325,06037135115,63321.0,1506.0,4698.0,523.0,4175.0,3938.0,1710.0,214.0,3.0,1958.0
326,06037135116,41429.0,1022.0,1718.0,327.0,1391.0,1296.0,886.0,152.0,6.0,244.0
327,06037135201,105841.0,915.0,2592.0,393.0,2199.0,2042.0,1526.0,75.0,5.0,410.0
328,06037135202,107692.0,1452.0,4399.0,784.0,3615.0,3378.0,2514.0,104.0,8.0,708.0
329,06037135204,111250.0,1644.0,4791.0,850.0,3941.0,3720.0,2873.0,142.0,4.0,677.0
330,06037135205,146500.0,778.0,2342.0,177.0,2165.0,2018.0,1625.0,39.0,0.0,338.0
331,06037137000,106902.0,1783.0,4754.0,536.0,4218.0,3933.0,3395.0,131.0,2.0,370.0
332,06037137103,84327.0,2411.0,4951.0,794.0,4157.0,3880.0,2827.0,311.0,14.0,698.0
333,06037137104,114167.0,966.0,2725.0,254.0,2471.0,2325.0,2018.0,89.0,5.0,195.0
334,06037137202,78095.0,1284.0,3588.0,540.0,3048.0,2820.0,2009.0,230.0,7.0,544.0
335,06037137203,90577.0,860.0,2416.0,458.0,1958.0,1780.0,1508.0,63.0,1.0,197.0
336,06037137301,166172.0,744.0,2238.0,294.0,1944.0,1832.0,1578.0,53.0,5.0,180.0
337,06037137302,146990.0,1578.0,4341.0,423.0,3918.0,3700.0,3092.0,104.0,4.0,463.0
338,06037137401,123214.0,1484.0,4708.0,621.0,4087.0,3789.0,3169.0,180.0,15.0,378.0
339,06037137402,125750.0,2013.0,5663.0,666.0,4997.0,4680.0,3913.0,283.0,7.0,431.0
340,06037137501,93654.0,1990.0,4662.0,587.0,4075.0,3792.0,3002.0,368.0,1.0,387.0
341,06037137502,99804.0,1744.0,4441.0,555.0,3886.0,3623.0,3109.0,148.0,4.0,316.0
342,06037137504,159464.0,677.0,1920.0,118.0,1802.0,1698.0,1531.0,51.0,0.0,105.0
343,06037138000,145968.0,1794.0,4575.0,424.0,4151.0,3937.0,3451.0,119.0,7.0,307.0
344,06037139001,87952.0,2261.0,5125.0,1089.0,4036.0,3740.0,3086.0,239.0,4.0,374.0
345,06037139200,75361.0,2257.0,5519.0,1122.0,4397.0,4104.0,3381.0,250.0,9.0,422.0
346,06037139301,151406.0,1459.0,4692.0,595.0,4097.0,3848.0,3253.0,163.0,7.0,377.0
347,06037139302,53561.0,1899.0,4734.0,1538.0,3196.0,2941.0,2091.0,372.0,7.0,426.0
348,06037139303,50534.0,2222.0,4481.0,1336.0,3145.0,2950.0,2308.0,278.0,2.0,328.0
349,06037139401,65649.0,1193.0,2894.0,606.0,2288.0,2122.0,1712.0,156.0,9.0,217.0
350,06037139402,147500.0,966.0,2782.0,188.0,2594.0,2465.0,2264.0,51.0,0.0,132.0
351,06037139502,95625.0,1120.0,3118.0,287.0,2831.0,2644.0,2433.0,50.0,1.0,138.0
352,06037139504,58431.0,1856.0,3742.0,463.0,3279.0,3035.0,2595.0,196.0,1.0,221.0
353,06037139505,29054.0,1677.0,2565.0,423.0,2142.0,2006.0,1668.0,126.0,0.0,192.0
354,06037139506,61414.0,1510.0,2767.0,408.0,2359.0,2200.0,1835.0,124.0,1.0,212.0
355,06037139600,95893.0,2264.0,5185.0,556.0,4629.0,4371.0,3709.0,222.0,6.0,389.0
356,06037139701,147500.0,2040.0,5438.0,453.0,4985.0,4722.0,4116.0,136.0,7.0,406.0
357,06037139703,127750.0,889.0,2693.0,142.0,2551.0,2396.0,2162.0,35.0,3.0,179.0
358,06037139704,158750.0,954.0,2624.0,152.0,2472.0,2291.0,2035.0,52.0,8.0,185.0
359,06037139705,208381.0,1291.0,3643.0,203.0,3440.0,3233.0,2914.0,47.0,0.0,253.0
360,06037139801,142250.0,1226.0,3523.0,193.0,3330.0,3162.0,2915.0,76.0,1.0,156.0
361,06037139802,157656.0,1420.0,3858.0,260.0,3598.0,3449.0,3127.0,73.0,2.0,227.0
362,06037141101,63932.0,2215.0,4903.0,747.0,4156.0,3865.0,3186.0,267.0,13.0,337.0
363,06037141102,99375.0,1434.0,3023.0,425.0,2598.0,2428.0,2057.0,158.0,5.0,187.0
364,06037141201,86754.0,2160.0,4289.0,805.0,3484.0,3252.0,2634.0,275.0,3.0,312.0
365,06037141202,90474.0,1456.0,2922.0,317.0,2605.0,2449.0,2130.0,99.0,2.0,176.0
366,06037141303,72399.0,1728.0,3191.0,502.0,2689.0,2501.0,2017.0,181.0,3.0,276.0
367,06037141304,101455.0,1597.0,3015.0,371.0,2644.0,2490.0,2146.0,135.0,1.0,179.0
368,06037141305,107629.0,1351.0,2986.0,447.0,2539.0,2358.0,1918.0,185.0,0.0,218.0
369,06037141306,87188.0,1569.0,2974.0,395.0,2579.0,2445.0,2004.0,142.0,2.0,275.0
370,06037141400,102351.0,2035.0,4705.0,588.0,4117.0,3904.0,3318.0,154.0,1.0,390.0
371,06037141500,195500.0,1080.0,3089.0,210.0,2879.0,2729.0,2444.0,47.0,2.0,226.0
372,06037141600,169185.0,1780.0,4088.0,283.0,3805.0,3585.0,3211.0,50.0,0.0,304.0
373,06037141700,250001.0,1242.0,3096.0,210.0,2886.0,2701.0,2386.0,69.0,2.0,226.0
374,06037143101,99875.0,1093.0,2142.0,327.0,1815.0,1696.0,1485.0,82.0,0.0,114.0
375,06037143102,92800.0,1144.0,2294.0,385.0,1909.0,1784.0,1447.0,144.0,3.0,172.0
376,06037143200,73362.0,2119.0,4377.0,910.0,3467.0,3216.0,2490.0,283.0,17.0,386.0
377,06037143301,67396.0,1587.0,3236.0,767.0,2469.0,2280.0,1831.0,171.0,9.0,234.0
378,06037143302,112955.0,1686.0,3367.0,434.0,2933.0,2747.0,2322.0,123.0,0.0,285.0
379,06037143401,116859.0,2342.0,4632.0,542.0,4090.0,3824.0,3248.0,224.0,5.0,319.0
380,06037143402,126875.0,812.0,1791.0,227.0,1564.0,1444.0,1237.0,58.0,2.0,136.0
381,06037143500,119816.0,2373.0,5197.0,585.0,4612.0,4256.0,3713.0,157.0,0.0,350.0
382,06037143602,100482.0,2298.0,4740.0,501.0,4239.0,3996.0,3366.0,203.0,4.0,369.0
383,06037143603,85455.0,1364.0,2482.0,334.0,2148.0,2016.0,1602.0,130.0,6.0,248.0
384,06037143605,73750.0,973.0,1945.0,300.0,1645.0,1506.0,1027.0,164.0,6.0,275.0
385,06037143606,89135.0,973.0,1581.0,213.0,1368.0,1275.0,914.0,119.0,5.0,209.0
386,06037143700,122750.0,1867.0,3800.0,370.0,3430.0,3195.0,2719.0,127.0,2.0,307.0
387,06037143801,165227.0,1402.0,2926.0,297.0,2629.0,2453.0,2104.0,88.0,4.0,233.0
388,06037143802,132052.0,1063.0,2298.0,226.0,2072.0,1936.0,1674.0,82.0,2.0,165.0
389,06037143901,204653.0,1625.0,4319.0,339.0,3980.0,3734.0,3292.0,100.0,5.0,301.0
390,06037143902,118419.0,1353.0,2979.0,273.0,2706.0,2561.0,2234.0,78.0,11.0,205.0
391,06037181000,107708.0,2315.0,6132.0,1641.0,4491.0,4174.0,2552.0,91.0,15.0,1465.0
392,06037181300,115174.0,1296.0,3613.0,1107.0,2506.0,2323.0,1252.0,65.0,7.0,982.0
393,06037181400,85409.0,1674.0,4134.0,1373.0,2761.0,2582.0,1291.0,79.0,13.0,1172.0
394,06037181500,114034.0,1405.0,3653.0,1373.0,2280.0,2106.0,1324.0,52.0,5.0,701.0
395,06037181600,90571.0,1079.0,4247.0,1310.0,2937.0,2683.0,1645.0,124.0,11.0,865.0
396,06037183101,59219.0,1173.0,3659.0,2022.0,1637.0,1507.0,1030.0,64.0,13.0,361.0
397,06037183103,69032.0,1652.0,3839.0,2519.0,1320.0,1210.0,658.0,95.0,22.0,400.0
398,06037183104,93798.0,737.0,2095.0,997.0,1098.0,1011.0,590.0,36.0,2.0,364.0
399,06037183220,80817.0,1115.0,3682.0,2489.0,1193.0,1116.0,574.0,49.0,9.0,470.0
400,06037183221,85450.0,1138.0,2901.0,1599.0,1302.0,1197.0,834.0,62.0,15.0,258.0
401,06037183222,93839.0,1530.0,3303.0,1450.0,1853.0,1716.0,1039.0,64.0,12.0,576.0
402,06037183300,75048.0,1119.0,3083.0,1898.0,1185.0,1116.0,550.0,10.0,10.0,532.0
403,06037183401,68182.0,818.0,2226.0,1156.0,1070.0,1003.0,540.0,29.0,4.0,423.0
404,06037183402,63618.0,1080.0,2997.0,1289.0,1708.0,1582.0,671.0,50.0,7.0,839.0
405,06037183510,77292.0,814.0,2368.0,1615.0,753.0,693.0,502.0,16.0,3.0,160.0
406,06037183520,56104.0,1161.0,3450.0,2483.0,967.0,886.0,616.0,54.0,3.0,193.0
407,06037183610,65724.0,977.0,2813.0,1860.0,953.0,876.0,554.0,37.0,22.0,247.0
408,06037183620,75083.0,1021.0,2912.0,1880.0,1032.0,958.0,619.0,31.0,8.0,280.0
409,06037183701,65313.0,1316.0,3838.0,2687.0,1151.0,1066.0,707.0,82.0,9.0,252.0
410,06037183702,86719.0,1128.0,2669.0,1308.0,1361.0,1250.0,650.0,120.0,0.0,455.0
411,06037183810,61250.0,1436.0,4260.0,3055.0,1205.0,1104.0,805.0,78.0,6.0,194.0
412,06037183820,58100.0,1224.0,3626.0,2903.0,723.0,690.0,410.0,54.0,9.0,203.0
413,06037185101,88400.0,974.0,2830.0,1687.0,1143.0,1025.0,739.0,35.0,6.0,239.0
414,06037185102,145088.0,1436.0,2990.0,815.0,2175.0,1978.0,1506.0,88.0,2.0,354.0
415,06037185202,90529.0,1501.0,3682.0,1989.0,1693.0,1518.0,1139.0,108.0,5.0,245.0
416,06037185203,70096.0,891.0,2651.0,1964.0,687.0,627.0,381.0,21.0,10.0,209.0
417,06037185204,90000.0,730.0,1977.0,690.0,1287.0,1210.0,675.0,43.0,2.0,474.0
418,06037185310,67076.0,907.0,2724.0,2292.0,432.0,400.0,207.0,9.0,4.0,175.0
419,06037185320,51042.0,895.0,2763.0,2217.0,546.0,507.0,254.0,36.0,4.0,198.0
420,06037186100,100074.0,1874.0,4678.0,1557.0,3121.0,2905.0,1613.0,58.0,13.0,1177.0
421,06037186201,72875.0,1278.0,3085.0,1079.0,2006.0,1858.0,647.0,81.0,3.0,1110.0
422,06037186202,83836.0,657.0,1985.0,766.0,1219.0,1148.0,485.0,49.0,9.0,591.0
423,06037186203,115074.0,1082.0,2751.0,1007.0,1744.0,1592.0,1126.0,57.0,9.0,384.0
424,06037186301,64018.0,833.0,2679.0,1782.0,897.0,830.0,449.0,57.0,4.0,303.0
425,06037186302,90694.0,1915.0,5190.0,2497.0,2693.0,2497.0,1410.0,96.0,1.0,953.0
426,06037186401,45833.0,926.0,2991.0,2199.0,792.0,753.0,259.0,52.0,5.0,431.0
427,06037186403,64412.0,826.0,2521.0,1669.0,852.0,805.0,324.0,35.0,6.0,429.0
428,06037186404,62264.0,771.0,2266.0,1552.0,714.0,676.0,385.0,28.0,0.0,246.0
429,06037187101,84531.0,1217.0,3011.0,1165.0,1846.0,1726.0,1013.0,31.0,11.0,652.0
430,06037187102,67617.0,1631.0,4083.0,2136.0,1947.0,1838.0,913.0,65.0,7.0,829.0
431,06037187200,79327.0,1047.0,2801.0,1781.0,1020.0,966.0,521.0,43.0,6.0,386.0
432,06037187300,97813.0,1593.0,3456.0,662.0,2794.0,2623.0,1833.0,80.0,6.0,675.0
433,06037188100,57350.0,1909.0,4070.0,1980.0,2090.0,1958.0,1415.0,98.0,6.0,422.0
434,06037188201,88786.0,1706.0,3378.0,579.0,2799.0,2568.0,2067.0,141.0,8.0,326.0
435,06037188202,119176.0,1263.0,2460.0,269.0,2191.0,2056.0,1615.0,77.0,1.0,343.0
436,06037188300,111489.0,1386.0,3271.0,870.0,2401.0,2243.0,1386.0,37.0,4.0,801.0
437,06037189101,92404.0,1253.0,2589.0,383.0,2206.0,2057.0,1707.0,60.0,5.0,267.0
438,06037189102,95000.0,1960.0,3316.0,457.0,2859.0,2696.0,2293.0,82.0,4.0,289.0
439,06037189201,48103.0,1799.0,3256.0,525.0,2731.0,2607.0,2133.0,140.0,6.0,313.0
440,06037189202,122188.0,1261.0,2775.0,311.0,2464.0,2309.0,1955.0,37.0,4.0,290.0
441,06037189300,156827.0,1472.0,3216.0,275.0,2941.0,2761.0,2263.0,77.0,3.0,399.0
442,06037189400,156161.0,1531.0,3575.0,336.0,3239.0,3012.0,2695.0,97.0,6.0,189.0
443,06037189501,66071.0,1394.0,2183.0,252.0,1931.0,1812.0,1591.0,76.0,2.0,128.0
444,06037189502,55694.0,1331.0,2251.0,399.0,1852.0,1727.0,1428.0,126.0,3.0,152.0
445,06037189600,67425.0,1985.0,3738.0,596.0,3142.0,2946.0,2435.0,211.0,6.0,257.0
446,06037189702,79536.0,1392.0,2389.0,278.0,2111.0,1969.0,1649.0,105.0,5.0,183.0
447,06037189703,106970.0,1028.0,2259.0,326.0,1933.0,1776.0,1418.0,154.0,0.0,182.0
448,06037189704,108430.0,752.0,2786.0,356.0,2430.0,2265.0,1780.0,163.0,5.0,271.0
449,06037189801,80663.0,1248.0,2302.0,311.0,1991.0,1865.0,1637.0,95.0,1.0,115.0
450,06037189802,64489.0,1192.0,2005.0,238.0,1767.0,1644.0,1397.0,121.0,0.0,113.0
451,06037189903,85745.0,1606.0,2228.0,249.0,1979.0,1872.0,1539.0,135.0,2.0,174.0
452,06037189904,58594.0,1503.0,2502.0,365.0,2137.0,1951.0,1582.0,130.0,1.0,205.0
453,06037189905,72471.0,1426.0,2462.0,368.0,2094.0,1984.0,1680.0,128.0,9.0,134.0
454,06037189906,70868.0,1422.0,2746.0,344.0,2402.0,2242.0,1791.0,185.0,7.0,228.0
455,06037189907,69489.0,1417.0,2434.0,300.0,2134.0,2006.0,1667.0,145.0,6.0,161.0
456,06037190101,34313.0,1245.0,1832.0,368.0,1464.0,1347.0,1002.0,168.0,0.0,150.0
457,06037190102,59632.0,1465.0,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
458,06037190201,31403.0,1387.0,2872.0,877.0,1995.0,1856.0,1235.0,341.0,15.0,128.0
459,06037190202,40723.0,2286.0,3568.0,697.0,2871.0,2651.0,1854.0,369.0,17.0,354.0
460,06037190302,65976.0,1256.0,2283.0,447.0,1836.0,1725.0,1313.0,172.0,8.0,190.0
461,06037190303,38553.0,1754.0,2470.0,647.0,1823.0,1718.0,1308.0,142.0,3.0,250.0
462,06037190401,49132.0,1705.0,2857.0,610.0,2247.0,2116.0,1690.0,119.0,7.0,286.0
463,06037190402,45758.0,1222.0,2388.0,508.0,1880.0,1796.0,1343.0,89.0,4.0,339.0
464,06037190510,47180.0,1591.0,4362.0,1467.0,2895.0,2701.0,1531.0,358.0,3.0,771.0
465,06037190520,43688.0,1556.0,3489.0,1186.0,2303.0,2179.0,1471.0,154.0,7.0,520.0
466,06037190701,36183.0,929.0,1867.0,544.0,1323.0,1226.0,831.0,169.0,10.0,198.0
467,06037190702,60150.0,749.0,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
468,06037190801,26488.0,1217.0,2500.0,1103.0,1397.0,1311.0,910.0,152.0,4.0,229.0
469,06037190802,61612.0,1419.0,2794.0,1212.0,1582.0,1490.0,986.0,200.0,2.0,241.0
470,06037190901,39435.0,1336.0,4016.0,3024.0,992.0,919.0,604.0,168.0,8.0,120.0
471,06037190902,50417.0,1573.0,3608.0,1954.0,1654.0,1534.0,1088.0,172.0,5.0,239.0
472,06037191000,71621.0,2811.0,5893.0,1652.0,4241.0,3901.0,2555.0,646.0,14.0,612.0
473,06037191110,41211.0,1093.0,3141.0,1056.0,2085.0,2018.0,1515.0,102.0,2.0,379.0
474,06037191120,34189.0,1637.0,3801.0,1905.0,1896.0,1792.0,1210.0,158.0,8.0,386.0
475,06037191201,41288.0,1732.0,4072.0,1130.0,2942.0,2778.0,2162.0,116.0,9.0,468.0
476,06037191203,29444.0,1056.0,2531.0,1127.0,1404.0,1323.0,773.0,122.0,9.0,412.0
477,06037191204,40962.0,790.0,1862.0,771.0,1091.0,1052.0,685.0,53.0,3.0,297.0
478,06037191301,49405.0,952.0,2076.0,1028.0,1048.0,1002.0,486.0,95.0,0.0,416.0
479,06037191302,50469.0,824.0,2192.0,894.0,1298.0,1225.0,587.0,95.0,0.0,524.0
480,06037191410,46373.0,1460.0,3924.0,2582.0,1342.0,1250.0,587.0,120.0,7.0,511.0
481,06037191420,65230.0,1151.0,2837.0,1751.0,1086.0,1008.0,552.0,85.0,9.0,340.0
482,06037191500,57148.0,1830.0,4980.0,2732.0,2248.0,2156.0,1007.0,135.0,4.0,975.0
483,06037191610,48750.0,1348.0,4271.0,2723.0,1548.0,1431.0,823.0,138.0,3.0,442.0
484,06037191620,30052.0,1080.0,2628.0,1583.0,1045.0,980.0,544.0,77.0,0.0,338.0
485,06037191710,27254.0,1206.0,2576.0,1550.0,1026.0,969.0,565.0,134.0,5.0,241.0
486,06037191720,33106.0,1254.0,3534.0,2484.0,1050.0,996.0,539.0,100.0,4.0,328.0
487,06037191810,48584.0,1190.0,3028.0,1824.0,1204.0,1121.0,748.0,165.0,7.0,177.0
488,06037191820,65469.0,1754.0,3279.0,1281.0,1998.0,1817.0,1270.0,201.0,0.0,310.0
489,06037191901,51391.0,1885.0,3563.0,909.0,2654.0,2462.0,1773.0,304.0,9.0,333.0
490,06037191902,89583.0,1476.0,2961.0,413.0,2548.0,2361.0,1905.0,114.0,6.0,306.0
491,06037192001,73322.0,1075.0,2574.0,324.0,2250.0,2149.0,1774.0,134.0,2.0,200.0
492,06037192002,120475.0,1339.0,2550.0,306.0,2244.0,2106.0,1874.0,58.0,0.0,153.0
493,06037192300,84924.0,1334.0,2863.0,288.0,2575.0,2421.0,1816.0,132.0,2.0,460.0
494,06037192410,87302.0,1812.0,3573.0,707.0,2866.0,2688.0,1695.0,150.0,1.0,809.0
495,06037192420,58784.0,1371.0,3645.0,1454.0,2191.0,2080.0,633.0,143.0,6.0,1248.0
496,06037192510,54688.0,1267.0,3508.0,1859.0,1649.0,1587.0,241.0,66.0,18.0,1237.0
497,06037192520,48110.0,1638.0,4326.0,3051.0,1275.0,1205.0,335.0,93.0,4.0,737.0
498,06037192610,44045.0,1433.0,4149.0,2782.0,1367.0,1304.0,527.0,163.0,10.0,567.0
499,06037192620,41553.0,1200.0,3260.0,1978.0,1282.0,1215.0,280.0,95.0,3.0,800.0
500,06037192700,50430.0,1101.0,3550.0,1938.0,1612.0,1511.0,545.0,185.0,19.0,730.0
501,06037194101,92434.0,1767.0,3236.0,423.0,2813.0,2612.0,2289.0,119.0,5.0,182.0
502,06037194102,100515.0,1403.0,3462.0,225.0,3237.0,3029.0,2644.0,117.0,9.0,228.0
503,06037194200,190671.0,1529.0,3596.0,292.0,3304.0,3116.0,2864.0,63.0,3.0,160.0
504,06037194300,228836.0,1389.0,2972.0,238.0,2734.0,2559.0,2312.0,86.0,4.0,143.0
505,06037194401,89657.0,1406.0,2559.0,325.0,2234.0,2087.0,1708.0,142.0,3.0,193.0
506,06037194402,83485.0,2096.0,3146.0,280.0,2866.0,2728.0,2376.0,74.0,2.0,245.0
507,06037194500,105959.0,995.0,2347.0,214.0,2133.0,2043.0,1703.0,66.0,4.0,244.0
508,06037195100,131745.0,2208.0,4974.0,667.0,4307.0,4004.0,3115.0,121.0,5.0,722.0
509,06037195201,96696.0,1604.0,3080.0,530.0,2550.0,2356.0,1954.0,54.0,1.0,302.0
510,06037195202,126458.0,1424.0,3194.0,439.0,2755.0,2532.0,2113.0,76.0,3.0,330.0
511,06037195300,77525.0,1387.0,3070.0,767.0,2303.0,2131.0,1692.0,56.0,2.0,359.0
512,06037195400,101149.0,2236.0,4244.0,879.0,3365.0,3118.0,2438.0,135.0,2.0,507.0
513,06037195500,97610.0,2506.0,4991.0,1316.0,3675.0,3430.0,2417.0,120.0,3.0,852.0
514,06037195600,53145.0,1264.0,3056.0,1498.0,1558.0,1440.0,973.0,112.0,5.0,331.0
515,06037195710,60359.0,1701.0,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
516,06037195720,51518.0,810.0,1896.0,939.0,957.0,889.0,619.0,45.0,2.0,203.0
517,06037195802,59464.0,1044.0,2744.0,1349.0,1395.0,1336.0,485.0,112.0,9.0,711.0
518,06037195803,85234.0,1061.0,2457.0,830.0,1627.0,1501.0,1063.0,97.0,12.0,313.0
519,06037195804,54459.0,1106.0,2459.0,1099.0,1360.0,1265.0,806.0,54.0,4.0,388.0
520,06037195901,64821.0,1115.0,2248.0,672.0,1576.0,1467.0,1023.0,61.0,6.0,358.0
521,06037195902,103438.0,1034.0,1848.0,402.0,1446.0,1334.0,1055.0,52.0,2.0,214.0
522,06037195903,60313.0,861.0,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
523,06037197200,62612.0,1166.0,3287.0,1738.0,1549.0,1463.0,317.0,10.0,9.0,1121.0
524,06037197300,86326.0,1809.0,3650.0,1376.0,2274.0,2124.0,1553.0,78.0,8.0,457.0
